key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
81,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
82,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
83,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
84,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
85,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
86,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
87,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
88,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
89,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
90,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
91,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
92,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
93,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
94,1134,1,0,"ui/icon/062000/062320.tex",0,"漁師になるには？","","","","","","","","","","","","","","","","","","","","","","","",""
95,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
96,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
97,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
98,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
99,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
100,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
101,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
102,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
103,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
104,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
105,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
106,2943,1,0,"ui/icon/061000/061419.tex",0,"クガネで詩を詠いし者","","","","","","","","","","","","","","","","","","","","","","","",""
107,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
108,3662,1,0,"ui/icon/061000/061419.tex",0,"第一世界で詩を詠いし者","","","","","","","","","","","","","","","","","","","","","","","",""
109,3739,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
110,3740,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
111,3741,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
112,3742,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
113,3743,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
114,3744,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
115,3745,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
116,3746,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
117,3747,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
118,3748,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
119,3749,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
120,3759,1,0,"ui/icon/061000/061419.tex",0,"思い出をもう一度","","","","","","","","","","","","","","","","","","","","","","","",""
121,3760,1,0,"ui/icon/061000/061411.tex",0,"名も無き者たちの広場","","","","","","","","","","","","","","","","","","","","","","","",""
122,3841,1,0,"ui/icon/061000/061411.tex",0,"ニューネスト居住区","","","","","","","","","","","","","","","","","","","","","","","",""
123,3930,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
124,3931,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
125,3932,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
126,3933,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
127,3934,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
128,3935,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
129,3936,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
130,3937,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
131,3938,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
132,3939,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
133,3940,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
134,3972,1,0,"ui/icon/061000/061411.tex",0,"フェザーフォール商業区","","","","","","","","","","","","","","","","","","","","","","","",""
135,4030,1,0,"ui/icon/061000/061419.tex",0,"開催！ カードバトル新トーナメント","","","","","","","","","","","","","","","","","","","","","","","",""
136,4042,1,0,"ui/icon/061000/061411.tex",0,"リズンソング文化区","","","","","","","","","","","","","","","","","","","","","","","",""
137,4044,1,0,"ui/icon/061000/061419.tex",0,"コノッグからのメッセージ","","","","","","","","","","","","","","","","","","","","","","","",""
138,4045,1,0,"ui/icon/061000/061419.tex",0,"新しい協力者","","","","","","","","","","","","","","","","","","","","","","","",""
139,4046,1,0,"ui/icon/061000/061419.tex",0,"グラッグの異変","","","","","","","","","","","","","","","","","","","","","","","",""
140,4047,1,0,"ui/icon/061000/061419.tex",0,"さらなる協力者","","","","","","","","","","","","","","","","","","","","","","","",""
141,4048,1,0,"ui/icon/061000/061419.tex",0,"おかしなグラッグ","","","","","","","","","","","","","","","","","","","","","","","",""
142,4049,1,0,"ui/icon/061000/061419.tex",0,"万事解決","ex3/luckta/luckta04030/luckta04030","","","","","","","","","","","","","","","","","","","","","","",""
143,4171,1,0,"ui/icon/061000/061419.tex",0,"知の都で詩を詠いし者","","","","","","","","","","","","","","","","","","","","","","","",""
144,5004,1,0,"ui/icon/061000/061419.tex",0,"トラルの中心で詩を詠いし者","","","","","","","","","","","","","","","","","","","","","","","",""
145,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
146,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
147,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
148,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
149,437,15,0,"ui/icon/061000/061419.tex",0,"「トリプルトライアド」の手引き","","","","","","","","","","","","","","","","","","","","","","","",""
150,488,15,0,"ui/icon/061000/061419.tex",0,"「ミニ・くじテンダー」の手引き","","","","","","","","","","","","","","","","","","","","","","","",""
151,489,15,0,"ui/icon/061000/061419.tex",0,"「ジャンボ・くじテンダー」の手引き","","","","","","","","","","","","","","","","","","","","","","","",""
152,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
153,3019,30,0,"ui/icon/061000/061419.tex",0,"心のままに「楽器演奏」を","","","","","","","","","","","","","","","","","","","","","","","",""
154,2389,47,0,"ui/icon/061000/061419.tex",0,"栄えある我が小隊（双蛇党）","","","","","","","","","","","","","","","","","","","","","","","",""
155,2390,47,0,"ui/icon/061000/061419.tex",0,"栄えある我が小隊（黒渦団）","","","","","","","","","","","","","","","","","","","","","","","",""
156,2391,47,0,"ui/icon/061000/061419.tex",0,"栄えある我が小隊（不滅隊）","","","","","","","","","","","","","","","","","","","","","","","",""
157,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
158,2106,50,0,"ui/icon/061000/061419.tex",0,"創設、神殿騎士団リーヴ","","","","","","","","","","","","","","","","","","","","","","","",""
159,2109,50,0,"ui/icon/062000/062411.tex",0,"機工士になるには？","","","","","","","","","","","","","","","","","","","","","","","",""
160,2110,50,0,"ui/icon/062000/062412.tex",0,"暗黒騎士の噂","","","","","","","","","","","","","","","","","","","","","","","",""
161,2123,50,0,"ui/icon/062000/062413.tex",0,"占星術師になるには？","","","","","","","","","","","","","","","","","","","","","","","",""
162,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
163,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
164,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
165,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
166,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
167,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
168,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
169,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
170,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
171,2107,52,0,"ui/icon/061000/061419.tex",0,"蒼天の探検手帳","","","","","","","","","","","","","","","","","","","","","","","",""
172,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
173,2099,60,0,"ui/icon/061000/061419.tex",0,"採集に加護をあたえる護符","","","","","","","","","","","","","","","","","","","","","","","",""
174,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
175,2216,60,0,"ui/icon/061000/061419.tex",0,"いざゆかん、雲海探索","","","","","","","","","","","","","","","","","","","","","","","",""
176,2334,60,0,,0,"人造精霊の再調整","","","","","","","","","","","","","","","","","","","","","","","",""
177,2920,60,0,"ui/icon/061000/061419.tex",0,"紅蓮の探検手帳","","","","","","","","","","","","","","","","","","","","","","","",""
178,2921,60,0,"ui/icon/061000/061419.tex",0,"ギルドリーヴ開放「クガネ」","","","","","","","","","","","","","","","","","","","","","","","",""
179,2941,60,0,"ui/icon/061000/061419.tex",0,"商売繁盛、ロウェナ商会","","","","","","","","","","","","","","","","","","","","","","","",""
180,2612,70,0,"ui/icon/061000/061419.tex",0,"氷炎の地、その名はピューロス","","","","","","","","","","","","","","","","","","","","","","","",""
181,2613,70,0,"ui/icon/061000/061419.tex",0,"決戦の地、その名はヒュダトス","","","","","","","","","","","","","","","","","","","","","","","",""
182,2942,70,0,"ui/icon/061000/061419.tex",0,"氷雪の地、その名はパゴス","","","","","","","","","","","","","","","","","","","","","","","",""
183,3088,70,0,,0,"再演の叙事詩","","","","","","","","","","","","","","","","","","","","","","","",""
184,3602,70,0,"ui/icon/061000/061419.tex",0,"ギルドリーヴ開放「クリスタリウム」","","","","","","","","","","","","","","","","","","","","","","","",""
185,3603,70,0,"ui/icon/061000/061419.tex",0,"誠実さを重んじる、モーエン商会","","","","","","","","","","","","","","","","","","","","","","","",""
186,3604,70,0,"ui/icon/061000/061419.tex",0,"漆黒の探検手帳","","","","","","","","","","","","","","","","","","","","","","","",""
187,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
188,3605,80,0,"ui/icon/061000/061419.tex",0,"天気予報がしたい！","","","","","","","","","","","","","","","","","","","","","","","",""
189,3842,80,0,"ui/icon/061000/061419.tex",0,"私の最高傑作だよ","","","","","","","","","","","","","","","","","","","","","","","",""
190,4041,80,0,,0,"「レジスタンス・ウェポン」の再調整","","","","","","","","","","","","","","","","","","","","","","","",""
191,4170,80,0,"ui/icon/061000/061419.tex",0,"ギルドリーヴ開放「オールド・シャーレアン」","","","","","","","","","","","","","","","","","","","","","","","",""
192,4174,80,0,"ui/icon/061000/061419.tex",0,"暁月の探検手帳","","","","","","","","","","","","","","","","","","","","","","","",""
193,4175,80,0,"ui/icon/061000/061419.tex",0,"取引拡大、ロウェナ商会","","","","","","","","","","","","","","","","","","","","","","","",""
194,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
195,4784,90,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
196,5003,90,0,"ui/icon/061000/061419.tex",0,"ギルドリーヴ開放「トライヨラ」","","","","","","","","","","","","","","","","","","","","","","","",""
197,5006,90,0,"ui/icon/061000/061419.tex",0,"黄金の探検手帳","","","","","","","","","","","","","","","","","","","","","","","",""
198,5007,90,0,"ui/icon/061000/061419.tex",0,"黄金の探検手帳と新たな項目","","","","","","","","","","","","","","","","","","","","","","","",""
199,5008,90,0,"ui/icon/061000/061419.tex",0,"新規取引、ロディナ商会","","","","","","","","","","","","","","","","","","","","","","","",""
200,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
201,0,65535,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
202,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
203,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
204,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
205,1199,50,0,"ui/icon/061000/061419.tex",0,"古代アラグ文明の遺産","ffxiv/gaiusd/gaiusd20110/gaiusd20110","","","","","","","","","","","","","","","","","","","","","","",""
206,4651,90,0,"ui/icon/061000/061419.tex",0,"新たなお仕事「変則依頼」","","","","","","","","","","","","","","","","","","","","","","","",""
207,1176,50,0,"ui/icon/061000/061412.tex",0,"歌姫を追って","","","","","","","","","","","","","","","","","","","","","","","",""
208,1177,50,0,"ui/icon/061000/061412.tex",0,"ウルダハの歌姫","","","","","","","","","","","","","","","","","","","","","","","",""
209,1178,50,0,"ui/icon/061000/061412.tex",0,"母と子","","","","","","","","","","","","","","","","","","","","","","","",""
210,1179,50,0,"ui/icon/061000/061412.tex",0,"フ・ラミンの歌声","","","","","","","","","","","","","","","","","","","","","","","",""
211,1180,50,0,"ui/icon/061000/061412.tex",0,"レヴナンツトールへ","","","","","","","","","","","","","","","","","","","","","","","",""
212,1182,50,0,"ui/icon/061000/061412.tex",0,"埋没寺院で石材探し","","","","","","","","","","","","","","","","","","","","","","","",""
213,1183,50,0,"ui/icon/061000/061412.tex",0,"帝国軍への牽制","","","","","","","","","","","","","","","","","","","","","","","",""
214,1181,50,0,"ui/icon/061000/061412.tex",0,"襲われた輸送隊","","","","","","","","","","","","","","","","","","","","","","","",""
215,4644,1,0,"ui/icon/061000/061419.tex",0,"冒険者たちの無人島","","","","","","","","","","","","","","","","","","","","","","","",""
216,1184,50,0,"ui/icon/061000/061412.tex",0,"スラフボーンは悩んでいる","","","","","","","","","","","","","","","","","","","","","","","",""
217,1561,50,0,"ui/icon/061000/061412.tex",0,"スラフボーンは悩んでいる","","","","","","","","","","","","","","","","","","","","","","","",""
218,1185,50,0,"ui/icon/061000/061412.tex",0,"冒険者ギルドからの依頼","","","","","","","","","","","","","","","","","","","","","","","",""
219,1562,50,0,"ui/icon/061000/061412.tex",0,"冒険者ギルドからの依頼","","","","","","","","","","","","","","","","","","","","","","","",""
220,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
221,1186,50,0,"ui/icon/061000/061412.tex",0,"砂の家でのお片付け","","","","","","","","","","","","","","","","","","","","","","","",""
222,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
223,1187,50,0,"ui/icon/061000/061412.tex",0,"タタルの願い","","","","","","","","","","","","","","","","","","","","","","","",""
224,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
225,1188,50,0,"ui/icon/061000/061412.tex",0,"黒衣森で覚醒するもの","","","","","","","","","","","","","","","","","","","","","","","",""
226,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
227,1193,50,0,"ui/icon/061000/061412.tex",0,"石の家へ","","","","","","","","","","","","","","","","","","","","","","","",""
228,1345,50,0,"ui/icon/061000/061412.tex",0,"「暁」の役目","","","","","","","","","","","","","","","","","","","","","","","",""
229,196,4,2,"ui/icon/061000/061412.tex",0,"背中を見て学べ","","","","","","","","","","","","","","","","","","","","","","","",""
230,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
231,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
232,1348,50,0,"ui/icon/061000/061412.tex",0,"安息できる場所","","","","","","","","","","","","","","","","","","","","","","","",""
233,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
234,128,4,3,"ui/icon/061000/061412.tex",0,"チゴーの卵袋","","","","","","","","","","","","","","","","","","","","","","","",""
235,1349,50,0,"ui/icon/061000/061412.tex",0,"ドマの人々","","","","","","","","","","","","","","","","","","","","","","","",""
236,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
237,1350,50,0,"ui/icon/061000/061412.tex",0,"ドマの子どもたち","","","","","","","","","","","","","","","","","","","","","","","",""
238,324,4,3,"ui/icon/061000/061412.tex",0,"注文の多いお客様","","","","","","","","","","","","","","","","","","","","","","","",""
239,1351,50,0,"ui/icon/061000/061412.tex",0,"チョコボにまつわる小事","","","","","","","","","","","","","","","","","","","","","","","",""
240,464,5,1,"ui/icon/061000/061412.tex",0,"開拓を阻むもの","","","","","","","","","","","","","","","","","","","","","","","",""
241,1353,50,0,"ui/icon/061000/061412.tex",0,"新たな開拓者","","","","","","","","","","","","","","","","","","","","","","","",""
242,305,4,4,"ui/icon/061000/061412.tex",0,"ブラックブラッシュ停留所の厄介者","","","","","","","","","","","","","","","","","","","","","","","",""
243,1354,50,0,"ui/icon/061000/061412.tex",0,"フ・ラミンとアリス","","","","","","","","","","","","","","","","","","","","","","","",""
244,306,4,4,"ui/icon/061000/061412.tex",0,"戦場の備え","","","","","","","","","","","","","","","","","","","","","","","",""
245,1355,50,0,"ui/icon/061000/061412.tex",0,"サハギン族の暗躍","","","","","","","","","","","","","","","","","","","","","","","",""
246,198,4,5,"ui/icon/061000/061412.tex",0,"命の均衡","","","","","","","","","","","","","","","","","","","","","","","",""
247,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
248,125,4,5,"ui/icon/061000/061412.tex",0,"森を脅かすものたち","","","","","","","","","","","","","","","","","","","","","","","",""
249,1357,50,0,"ui/icon/061000/061412.tex",0,"産卵地事変","","","","","","","","","","","","","","","","","","","","","","","",""
250,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
251,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
252,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
253,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
254,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
255,327,4,5,"ui/icon/061000/061412.tex",0,"迷惑な鉱石置き","","","","","","","","","","","","","","","","","","","","","","","",""
256,374,10,0,"ui/icon/061000/061412.tex",0,"ベントブランチ牧場の手伝い","","","","","","","","","","","","","","","","","","","","","","","",""
257,1444,50,0,"ui/icon/061000/061412.tex",0,"武器を取った人々","","","","","","","","","","","","","","","","","","","","","","","",""
258,1445,50,0,"ui/icon/061000/061412.tex",0,"暗躍の果て","","","","","","","","","","","","","","","","","","","","","","","",""
259,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
260,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
261,398,10,0,"ui/icon/061000/061412.tex",0,"残された荷物","","","","","","","","","","","","","","","","","","","","","","","",""
262,1449,50,0,"ui/icon/061000/061412.tex",0,"シルフ領突入作戦","","","","","","","","","","","","","","","","","","","","","","","",""
263,1450,50,0,"ui/icon/061000/061412.tex",0,"賢人は何処へ","","","","","","","","","","","","","","","","","","","","","","","",""
264,1451,50,0,"ui/icon/061000/061412.tex",0,"秘密を見透かせ！","","","","","","","","","","","","","","","","","","","","","","","",""
265,1452,50,0,"ui/icon/061000/061412.tex",0,"裁きの雷","","","","","","","","","","","","","","","","","","","","","","","",""
