key,0,1,2,3,4,5,6,7,8,9,10,11
11,"ui/icon/027000/027911.tex","",0,"",0,0,1,0,0,"魔土器:魔法効果解除","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の魔法効果を、すべて消去する。","魔土器:魔法効果解除"
12,"ui/icon/027000/027912.tex","",0,"",0,0,1,0,0,"魔土器:マンティコア化","自身がマンティコアに変化する。","魔土器:マンティコア化"
13,"ui/icon/027000/027913.tex","",0,"",0,0,1,0,0,"魔土器:サキュバス化","自身がサキュバスに変化する。","魔土器:サキュバス化"
14,"ui/icon/027000/027916.tex","",0,"",0,0,1,0,0,"魔土器:財宝感知","埋もれた財宝の在処を示す。この効果は、埋もれた財宝を発見するまで持続する。","魔土器:財宝感知"
15,"ui/icon/027000/027914.tex","",0,"",0,0,1,0,0,"魔土器:リレイズ","最初に戦闘不能状態になったパーティメンバーを蘇生する。","魔土器:リレイズ"
16,"ui/icon/027000/027915.tex","",0,"",0,0,1,0,0,"魔土器:クリブ化","自身がクリブに変化する。","魔土器:クリブ化"
17,"ui/icon/027000/027919.tex","",0,"",0,0,1,0,0,"魔土器:敵弱体","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵を、攻防低下状態にする。","魔土器:敵弱体"
18,"ui/icon/027000/027917.tex","",0,"",0,0,1,0,0,"魔土器:バニシュ","自身とパーティメンバーを、バニシュ状態にする。","魔土器:バニシュ"
19,"ui/icon/027000/027918.tex","",0,"",0,0,1,0,0,"魔土器:敵石化","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵を、石化状態にする。","魔土器:敵石化"
20,"ui/icon/027000/027920.tex","",0,"",0,0,1,0,0,"魔科学器:スロウガ","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵を、スロウガ状態にする。 ","魔土器：スロウガ"
21,"ui/icon/027000/027921.tex","",0,"",0,0,1,0,0,"魔科学器:ミールストーム","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>にいる敵のＨＰを1桁にする。","魔土器：ミールストーム"
22,"ui/icon/027000/027922.tex","",0,"",0,0,1,0,0,"魔科学器:ドレッドノート化","自身がドレッドノートに変化する。","魔土器：ドレッドノート化"
23,"ui/icon/027000/027901.tex","",0,"",0,0,1,0,0,"魔科学器:呪印解除","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>のトラップを、すべて消去する。","魔土器:呪印解除"
24,"ui/icon/027000/027902.tex","",0,"",0,0,1,0,0,"魔科学器:サイトロ","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>のマップをすべて開示し、トラップを可視化する。","魔土器:サイトロ"
25,"ui/icon/027000/027903.tex","",0,"",0,0,1,0,0,"魔科学器:自己強化","自身の与ダメージと回復魔法の回復量を30%上昇する。","魔土器:自己強化"
26,"ui/icon/027000/027904.tex","",0,"",0,0,1,0,0,"魔科学器:防御強化","自身の被ダメージを40%軽減する。","魔土器:防御強化"
27,"ui/icon/027000/027905.tex","",0,"",0,0,1,0,0,"魔科学器:宝箱増加","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の宝箱配置数を増加する。","魔土器:宝箱増加"
28,"ui/icon/027000/027906.tex","",0,"",0,0,1,0,0,"魔科学器:敵排除","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の敵を減少させる。","魔土器:敵排除"
29,"ui/icon/027000/027907.tex","",0,"",0,0,1,0,0,"魔科学器:敵変化","次の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>のいずれかの部屋の敵を、ミミックかマンドラゴラに変化させる。","魔土器:敵変化"
30,"ui/icon/027000/027908.tex","",0,"",0,0,1,0,0,"魔科学器:解呪","ステータス「呪詛」を解除する。",""
31,"ui/icon/027000/027909.tex","",0,"",0,0,1,0,0,"魔科学器:運気上昇","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>において、敵を倒した際の宝箱出現率を上昇する。","魔土器:運気上昇"
32,"ui/icon/027000/027910.tex","",0,"",0,0,1,0,0,"魔科学器:形態変化","自身を中心にした範囲内に入った対象を、カエル、カッパ、ニワトリ状態にする。","魔土器:形態変化"
33,"ui/icon/027000/027911.tex","",0,"",0,0,1,0,0,"魔科学器:魔法効果解除","現在の<Switch(PlayerParameter(109))><Case(1)>階層</Case><Case(2)>階層</Case><Case(3)>階層</Case><Case(4)>巡礼路</Case></Switch>の魔法効果を、すべて消去する。","魔土器:魔法効果解除"
34,"ui/icon/027000/027916.tex","",0,"",0,0,1,0,0,"魔科学器:財宝感知","埋もれた財宝の在処を示す。この効果は、埋もれた財宝を発見するまで持続する。","魔土器:財宝感知"
35,"ui/icon/027000/027914.tex","",0,"",0,0,1,0,0,"魔科学器:リレイズ","最初に戦闘不能状態になったパーティメンバーを蘇生する。","魔土器:リレイズ"
36,,"",0,"",0,0,0,0,0,"","",""
37,,"",0,"",0,0,0,0,0,"","",""
38,,"",0,"",0,0,0,0,0,"","",""
